1030787997907,-0.0936874,-0.06888
1030788027429,-0.0882165,-0.0778183
1030788058561,-0.0869592,-0.062973
1030788088101,-0.0860938,-0.0613813
1030788118437,-0.0779463,-0.0772018
1030788149569,-0.0790479,-0.0924985
1030788179109,-0.0818824,-0.0785792
1030788209445,-0.0824564,-0.0937564
1030788239781,-0.0799143,-0.0889469
1030788270931,-0.07867,-0.0879602
1030788300453,-0.0790761,-0.0880358
1030788331603,-0.0800359,-0.0959697
1030788361125,-0.0773535,-0.100013
1030788391461,-0.0792918,-0.0980994
1030788421797,-0.0900069,-0.0881395
1030788452124,-0.0891473,-0.0892878
1030788482469,-0.0907155,-0.0852796
1030788512796,-0.0918853,-0.0744743
1030788543132,-0.0887731,-0.0759815
1030788573468,-0.0862575,-0.0874624
1030788603813,-0.0824209,-0.0850291
1030788634945,-0.0837695,-0.0937781
1030788665299,-0.0845535,-0.0934274
1030788694821,-0.08422,-0.0947043
1030788725157,-0.0826175,-0.108796
1030788755493,-0.0818399,-0.107403
1030788786643,-0.0754542,-0.105538
1030788816979,-0.0758793,-0.103974
1030788847315,-0.0773652,-0.105132
1030788877651,-0.0798807,-0.101727
1030788907987,-0.0778156,-0.114195
1030788938323,-0.077831,-0.11904
1030788968659,-0.077424,-0.106018
1030788998995,-0.0778511,-0.0808775
1030789029331,-0.0817529,-0.0809414
1030789059667,-0.0817161,-0.08131
1030789090003,-0.0817257,-0.0733846
1030789119525,-0.0805458,-0.0767189
1030789150675,-0.0805455,-0.0721982
1030789180197,-0.0812728,-0.0702494
1030789211347,-0.0832363,-0.0839688
1030789240869,-0.0851094,-0.0815088
1030789272019,-0.0845642,-0.0653256
1030789302355,-0.0842432,-0.0638611
1030789332691,-0.0847368,-0.0517372
1030789363027,-0.0854799,-0.0466198
1030789393363,-0.0897018,-0.055692
1030789423699,-0.0909647,-0.0556481
1030789454035,-0.0920079,-0.0609486
1030789484371,-0.0965977,-0.0565472
1030789514707,-0.0982141,-0.0788467
1030789544220,-0.0995809,-0.0808769
1030789574556,-0.103317,-0.0793638
1030789604892,-0.100053,-0.0805577
1030789635228,-0.0990738,-0.0631489
1030789665564,-0.0996824,-0.0555915
1030789695900,-0.0951239,-0.052099
1030789727059,-0.0945351,-0.0465349
1030789757395,-0.0907476,-0.0407532
1030789787731,-0.0911633,-0.0409921
1030789818067,-0.0934855,-0.0427141
1030789848403,-0.0920594,-0.0326186
1030789878739,-0.0907871,-0.0117221
1030789909075,-0.0917268,-0.00181425
1030789939411,-0.0886785,-0.00591946
1030789969747,-0.0882692,0.00629804
1030790000065,-0.0893286,0.00867629
1030790030401,-0.0897999,0.00770214
1030790060737,-0.0905758,0.000603437
1030790091073,-0.0943589,-0.00276899
1030790121409,-0.0938178,-0.0127604
1030790151763,-0.0934377,-0.0228447
1030790182081,-0.0941874,-0.0247003
1030790212435,-0.0908394,-0.02211
1030790241948,-0.0882463,-0.0251886
1030790272284,-0.0870761,-0.0289806
1030790302620,-0.084293,-0.0353962
1030790332956,-0.0845941,-0.0421391
1030790363292,-0.0843662,-0.0479763
1030790393628,-0.084192,-0.0572407
1030790423964,-0.0837924,-0.0561419
1030790454300,-0.0835879,-0.0517257
1030790484636,-0.0816172,-0.0321949
1030790514972,-0.0825373,-0.0316271
1030790545308,-0.0810246,-0.032214
1030790575644,-0.0787812,-0.0287862
1030790606803,-0.0825692,-0.0240858
1030790637139,-0.0816963,-0.026571
1030790666652,-0.0817409,-0.0332537
1030790696988,-0.0794788,-0.0329218
1030790727324,-0.0781726,-0.0414443
1030790757660,-0.0790708,-0.0422993
1030790787996,-0.0792421,-0.0424684
1030790818332,-0.0771349,-0.0531387
1030790848668,-0.0758225,-0.0584509
1030790879004,-0.0777157,-0.0571511
1030790909340,-0.0785718,-0.0579945
1030790939676,-0.0734936,-0.0608382
1030790970012,-0.0739805,-0.0612276
1030791000348,-0.0746621,-0.058921
1030791030684,-0.0751619,-0.0576224
1030791061825,-0.0739317,-0.0567771
1030791091356,-0.0748949,-0.0576581
1030791121692,-0.0749497,-0.0429679
1030791152028,-0.0721939,-0.0379148
1030791182364,-0.0734454,-0.0375328
1030791212700,-0.0740288,-0.0377043
1030791243036,-0.0745353,-0.037237
1030791273372,-0.0742584,-0.0404073
1030791303708,-0.0721804,-0.0407175
1030791334044,-0.0706447,-0.0438516
1030791364380,-0.0684838,-0.0414625
1030791394716,-0.0705931,-0.0450301
1030791425857,-0.0707867,-0.0543067
1030791456193,-0.0702362,-0.0570779
1030791486529,-0.0720742,-0.0556629
1030791516865,-0.0734354,-0.0549827
1030791547201,-0.076745,-0.0517976
1030791577537,-0.0764308,-0.0469844
1030791607873,-0.0749539,-0.0469432
1030791638209,-0.0726168,-0.049089
1030791668545,-0.0721755,-0.0433418
1030791698881,-0.0720628,-0.0400889
1030791729217,-0.073113,-0.0435058
1030791759553,-0.0698513,-0.0436625
1030791789889,-0.0699596,-0.0468038
1030791820225,-0.071588,-0.0521572
1030791850561,-0.0701231,-0.0555192
1030791880897,-0.0719598,-0.053097
1030791911233,-0.0731366,-0.05199
1030791941569,-0.0752445,-0.0550069
1030791971905,-0.0749514,-0.0541669
1030792002241,-0.0749657,-0.0521221
1030792032577,-0.0746509,-0.0410347
1030792062913,-0.0740457,-0.0387431
1030792093249,-0.0796183,-0.0376686
1030792123585,-0.0796192,-0.0321519
1030792153921,-0.0797474,-0.0297842
1030792184257,-0.0802222,-0.0299735
1030792214593,-0.0790354,-0.0229732
1030792244929,-0.0773339,-0.0215197
1030792275246,-0.0758833,-0.0225483
1030792305601,-0.076871,-0.0255601
1030792335937,-0.0747257,-0.0343339
1030792366273,-0.0751597,-0.0343916
1030792396609,-0.075744,-0.031299
1030792426945,-0.0789191,-0.0320656
1030792457281,-0.0788411,-0.0303191
1030792487617,-0.0789403,-0.0311229
1030792517953,-0.0794633,-0.0366766
1030792548289,-0.079757,-0.0372554
1030792578625,-0.0796295,-0.0323184
1030792608147,-0.0789446,-0.0356684
1030792638483,-0.0811692,-0.034011
1030792668828,-0.0804175,-0.0286136
1030792699155,-0.0834138,-0.0250309
1030792729491,-0.0833346,-0.0222421
1030792760641,-0.0829018,-0.0240276
1030792790977,-0.0825624,-0.0227871
1030792821313,-0.0823073,-0.0229939
1030792851649,-0.0827746,-0.0264661
1030792881985,-0.0824357,-0.0261317
1030792912321,-0.0819355,-0.0322142
1030792942657,-0.0800357,-0.0378914
